bookID,title,authors,average_rating,isbn,isbn13,language_code,# num_pages,ratings_count,text_reviews_count
17690,The Trial,Franz Kafka-Willa Muir-Edwin Muir-Max Brod,3.98,0099428644,9780099428640,eng,255,158037,3472
17691,Franz Kafka: The Complete Stories,Franz Kafka-Nabum N. Glazer-John Updike,4.35,0805238638,9780805238631,en-US,486,55,3
17692,The Trial,Franz Kafka-Breon Mitchell-Arthur H. Samuelson,3.98,0805209999,9780805209990,eng,276,3872,346
17694,The Zürau Aphorisms,Franz Kafka-Michael Hofmann-Geoffrey Brock-Roberto Calasso,3.76,0805212078,9780805212075,eng,160,615,50
17697,Collected Shorter Fiction: Volume I,Leo Tolstoy-Aylmer Maude-Nigel J. Cooper,4.42,0375411720,9780375411724,eng,848,65,8
17698,The Cossacks,Leo Tolstoy-Peter Constantine-Cynthia Ozick,3.79,0812975049,9780812975048,eng,161,4160,216
17700,This Side of Paradise,F. Scott Fitzgerald,3.67,1406944734,9781406944730,eng,305,315,20
17701,More Adventures of the Great Brain (Great Brain  #2),John D. Fitzgerald-Mercer Mayer,4.26,0142400653,9780142400654,eng,160,4763,129
17702,The Dirt: Confessions of the World's Most Notorious Rock Band,Neil Strauss-Vince Neil-Nikki Sixx-Tommy Lee-Mick Mars,4.16,0060392886,9780060392888,eng,430,420,50
17707,The Hitchhiker's Guide to the Galaxy (Hitchhiker's Guide to the Galaxy  #1),Douglas Adams,4.22,0671746065,9780671746063,eng,216,2765,246
17717,Labyrinths:  Selected Stories and Other Writings,Jorge Luis Borges-Donald A. Yates-James E. Irby-André Maurois,4.46,0811200124,9780811200127,mul,256,22193,905
17720,In Praise of Darkness,Jorge Luis Borges-Norman Thomas di Giovanni,3.63,0525036350,9780525036357,eng,142,273,26
17721,Magic Kingdom for Sale—Sold! (Magic Kingdom of Landover #1),Terry Brooks,3.88,0345317580,9780345317582,eng,373,1097,70
17722,Alice's Adventures in Wonderland & Through the Looking-Glass,Lewis Carroll-John Tenniel,4.07,0553213458,9780553213454,eng,234,1400,93
17723,Alice's Adventures in Wonderland & Through the Looking-Glass,Lewis Carroll-John Tenniel-Horace Gregory,4.07,0451523202,9780451523204,eng,240,284,16
17724,The Awakening,Kate Chopin-Margo Culley,3.64,0393960579,9780393960570,eng,336,915,71
17726,Go Down  Moses,William Faulkner,3.93,0679732179,9780679732174,eng,365,8097,366
17727,The Books of Magic,Neil Gaiman-John Bolton-Scott Hampton-Charles Vess-Paul Johnson-Roger Zelazny,4.08,1563890828,9781563890826,eng,200,13358,459
17728,The House of Mirth,Edith Wharton-Nina Bawden,3.95,1844082938,9781844082933,eng,351,66650,3019
17730,House of Mirth,Edith Wharton,3.95,1600962203,9781600962202,eng,324,220,10
17733,The House of Mirth,Edith Wharton-Jeffrey Meyers,3.95,1593081049,9781593081041,eng,359,72,9
17735,Light (Empty Space Trilogy  #1),M. John Harrison,3.60,0553382950,9780553382952,eng,310,3566,399
17743,Beautiful Evidence,Edward R. Tufte,4.14,0961392177,9780961392178,eng,213,1979,126
17744,The Visual Display of Quantitative Information,Edward R. Tufte,4.41,0961392142,9780961392147,eng,197,6296,440
17745,Envisioning Information,Edward R. Tufte,4.22,0961392118,9780961392116,en-US,126,6953,203
17747,The Cognitive Style of PowerPoint: Pitching Out Corrupts Within,Edward R. Tufte,4.07,0961392169,9780961392161,en-US,31,897,64
17759,Die Inseln der Paschas (Aubrey/Maturin  #8),Patrick O'Brian,4.32,3548253296,9783548253299,ger,512,12,0
17761,Hafen des Unglücks (Aubrey/Maturin Book 11),Patrick O'Brian,4.41,3548256422,9783548256429,ger,354,6,0
17762,Manöver um Feuerland (The Far Side of the World) (Aubrey/Maturin Book 10),Patrick O'Brian,4.45,3548254438,9783548254432,ger,478,7,0
17766,Master and Commander (Aubrey/Maturin Book 1),Patrick O'Brian,4.10,073931565X,9780739315651,eng,0,1,0
17768,Post Captain (Aubrey & Maturin  #2),Patrick O'Brian,4.29,0006499163,9780006499169,eng,474,7815,383
17770,Post Captain (Aubrey/Maturin Book 2),Patrick O'Brian,4.29,039700804X,9780397008049,eng,413,3,0
17777,Kurs auf Spaniens Küste (Aubrey/Maturin  #1),Patrick O'Brian,4.10,3548253172,9783548253176,ger,507,24,1
17778,Gefahr im Roten Meer (Treason's Harbour) (Aubrey/Maturin Book 9),Patrick O'Brian,4.38,3548254357,9783548254357,ger,412,7,0
17780,In the Heart of the Sea: The Tragedy of the Whaleship Essex,Nathaniel Philbrick,4.16,0141001828,9780141001821,eng,302,68051,4731
17781,Heart of the Sea (Gallaghers of Ardmore / Irish Trilogy  #3),Nora Roberts,4.15,0515128554,9780515128550,eng,369,23839,514
17783,Corazón de mar (Gallagher  #3),Nora Roberts-Juan Larrea,4.15,8466307257,9788466307253,spa,396,12,0
17789,Glory of the Seas,Agnes Danforth Hewes-N.C. Wyeth,3.08,0394911873,9780394911878,eng,314,13,5
17795,Banvard's Folly: Thirteen Tales of People Who Didn't Change the World,Paul  Collins,3.97,0312300336,9780312300333,eng,320,498,68
17798,Fads and Fallacies in the Name of Science,Martin Gardner,4.06,0486203948,9780486203942,eng,384,998,44
17799,South of the Border  West of the Sun,Haruki Murakami-Philip Gabriel,3.87,0099448572,9780099448570,eng,190,56172,2451
17800,Dance Dance Dance (The Rat  #4),Haruki Murakami,4.04,0099448769,9780099448761,eng,393,47494,1990
17801,Underground: The Tokyo Gas Attack and the Japanese Psyche,Haruki Murakami-Alfred Birnbaum-Philip Gabriel,3.90,0099461099,9780099461098,eng,309,10003,604
17803,After Dark,Haruki Murakami-Jay Rubin,3.69,0307265838,9780307265838,eng,191,75695,4257
17804,Vintage Murakami,Haruki Murakami,4.02,1400033969,9781400033966,eng,182,721,38
17807,Gravitation #2,Maki Murakami,4.00,848449487X,9788484494874,spa,208,9,0
17818,ノルウェイの森 Vol. 2,Haruki Murakami-村上 春樹,4.05,4062035162,9784062035163,jpn,260,16,1
17825,El jardín de la señora Murakami,Mario Bellatin,3.46,9706990062,9789706990068,spa,112,96,5
17828,The Master and Margarita,Mikhail Bulgakov-Michael Karpelson,4.31,1411683056,9781411683051,eng,332,489,50
17830,Bulgakov's the Master and Margarita: The Text as a Cipher,Elena N. Mahlow,4.75,0533017424,9780533017423,eng,202,4,0
17837,Мастер и Маргарита,Mikhail Bulgakov-Михаил Булгаков,4.31,5040019521,9785040019526,rus,640,9,1
17841,Foucault's Pendulum,Umberto Eco-William Weaver,3.90,015603297X,9780156032971,eng,623,44658,2013
17844,De slinger van Foucault,Umberto Eco-Yond Boeke-Patty Krone,3.90,9035107004,9789035107007,nl,663,252,12
17845,Pendulum: Leon Foucault and the Triumph of Science,Amir D. Aczel,3.72,0743464796,9780743464796,eng,288,179,26
17846,The House of Mirth,Edith Wharton-Jeffrey Meyers,3.95,1593081537,9781593081539,eng,348,338,61
17850,The House of Mirth,Edith Wharton-R.W.B. Lewis,3.95,0814749763,9780814749760,eng,335,10,0
17861,The Family Trade (The Merchant Princes  #1),Charles Stross,3.52,0765348217,9780765348210,eng,308,4561,343
17862,Toast  and Other Stories,Charles Stross,3.80,0809556030,9780809556038,eng,247,922,34
17863,Accelerando,Charles Stross,3.88,0441014151,9780441014156,en-US,415,16083,944
17866,Glasshouse,Charles Stross,3.88,0441014038,9780441014033,en-US,335,8823,455
17867,The Hidden Family (The Merchant Princes  #2),Charles Stross,3.56,0765352052,9780765352057,eng,309,3269,122
17872,Lobsters,Charles Stross-Shandra Marie-Jared Doreck,3.86,1884612466,9781884612466,eng,1,157,5
17873,Antibodies,Charles Stross-Shandra Marie-Jared Doreck,3.51,1884612474,9781884612473,eng,1,63,4
17876,Notes from Underground  White Nights  The Dream of a Ridiculous Man  and Selections from The House of the Dead,Fyodor Dostoyevsky-Andrew R. MacAndrew-Ben Marcus,4.17,0451529553,9780451529558,eng,233,70847,1610
17877,The House of the Dead,Fyodor Dostoyevsky-Ergin Altay,4.04,0486434095,9780486434094,eng,247,10068,372
17878,The Village of Stepanchikovo,Fyodor Dostoyevsky-Ignat Avsey,3.88,0140446583,9780140446586,eng,224,1489,73
17879,Crime and Punishment,Fyodor Dostoyevsky-Larissa Volokhonsky-Richard Pevear,4.20,0679420290,9780679420293,eng,564,6890,374
17880,The Gambler,Fyodor Dostoyevsky-Jonathan Franzen,3.88,184391123X,9781843911234,eng,160,80,8
17881,Notes from Underground & The Double,Fyodor Dostoyevsky-Jessie Coulson,4.20,0140442529,9780140442526,eng,287,4537,147
17883,Notes from Underground & A Confession (Everyman's Library),A.D.P. Briggs-Leo Tolstoy-Fyodor Dostoyevsky,3.76,0460874489,9780460874489,eng,256,17,1
17885,Los Demonios,Fyodor Dostoyevsky,4.26,9871150105,9789871150106,spa,654,14,1
17890,The Gambler/Bobok/A Nasty Story,Fyodor Dostoyevsky-Jessie Coulson,4.00,0140441794,9780140441796,en-US,240,565,40
17891,The Idiot,Fyodor Dostoyevsky-Constance Garnett,4.18,0486432130,9780486432137,en-US,540,66,4
17893,Netochka Nezvanova,Fyodor Dostoyevsky-Jane Kentish,3.82,0140444556,9780140444551,eng,176,2481,119
17905,Plays 5: Arcadia / The Real Thing / Night and Day / Indian Ink / Hapgood,Tom Stoppard,4.30,0571197515,9780571197514,en-US,608,548,28
17914,The Real Thing,Tom Stoppard,3.94,0571125298,9780571125296,en-US,112,3469,134
17915,Arcadia,Tom Stoppard,4.19,1568651376,9781568651378,eng,97,48,3
17918,Plays 1: The Real Inspector Hound / After Magritte / Dirty Linen / New-Found-Land / Dogg's Hamlet  Cahoot's Macbeth,Tom Stoppard,4.03,0571177654,9780571177653,eng,211,76,13
17922,Every Good Boy Deserves Favor & Professional Foul,Tom Stoppard,3.90,0802150454,9780802150455,en-GB,188,186,11
17926,Lord Malquist and Mr. Moon,Tom Stoppard,3.40,0802142710,9780802142719,eng,200,185,23
17944,The Gunslinger (The Dark Tower #1),Stephen King,3.96,0451160525,9780451160522,eng,315,1826,222
17945,Everything and Nothing,Jorge Luis Borges-Eliot Weinberger-John M. Fein-James E. Irby-Donald A. Yates,4.37,0811214001,9780811214001,eng,108,554,37
17946,Seven Nights,Jorge Luis Borges-Eliot Weinberger,4.33,0811209059,9780811209052,eng,121,988,57
17947,Museo: Textos Ineditos,Adolfo Bioy Casares,4.17,9500424134,9789500424134,spa,261,6,0
17950,Obra Poética,Jorge Luis Borges,4.48,9500426161,9789500426169,spa,645,49,3
17959,Ficciones,Jorge Luis Borges,4.45,8420613207,9788420613208,spa,206,246,29
17961,Collected Fictions,Jorge Luis Borges-Andrew Hurley,4.58,0140286802,9780140286809,eng,565,18072,766
17971,The Eternal Frontier: An Ecological History of North America and Its Peoples,Tim Flannery,4.05,0802138888,9780802138880,eng,432,554,66
17976,Hope Springs Eternal (Prairie River  #4),Kristiana Gregory,4.26,0439440033,9780439440035,eng,176,128,6
17977,The Ancestor's Tale: A Pilgrimage to the Dawn of Evolution,Richard Dawkins,4.13,061861916X,9780618619160,eng,688,18593,581
17982,The Reverse of the Medal (Aubrey & Maturin #11),Patrick O'Brian,4.41,0006499260,9780006499268,eng,261,177,11
17983,The Reverse of the Medal (Aubrey/Maturin  #11),Patrick O'Brian-Simon Vance,4.41,0786178183,9780786178186,en-GB,0,3604,93
17986,Teleny or the Reverse of the Medal,Oscar Wilde,3.68,1595690360,9781595690364,eng,138,932,59
17988,The Far Side of the World (Aubrey/Maturin  #10),Patrick O'Brian,4.45,0393324761,9780393324761,en-US,406,107,16
17991,The Far Side of the World (Aubrey/Maturin Book 10),Patrick O'Brian-Patrick Tull,4.45,1402540922,9781402540929,eng,0,6,1
17994,The Code Book: The Science of Secrecy from Ancient Egypt to Quantum Cryptography,Simon Singh,4.31,0385495323,9780385495325,eng,412,15078,932
17998,The Eternity Code (Artemis Fowl  #3),Eoin Colfer,4.05,0786856289,9780786856282,en-US,309,1594,122
18003,The Gunslinger (The Dark Tower  #1),Stephen King-Michael Whelan,3.96,0451210840,9780451210845,eng,300,5740,777
18005,How I Became a Pirate,Melinda Long-David Shannon,4.08,0152018484,9780152018481,eng,44,23328,561
18013,The Pirate Dictionary,Terry Breverton,3.69,1589802438,9781589802438,eng,189,50,7
18016,Mulliner Nights,P.G. Wodehouse,4.11,1400079616,9781400079612,eng,240,1144,76
18017,Life at Blandings,P.G. Wodehouse,4.34,0140059032,9780140059038,en-US,608,2613,46
18018,Jill the Reckless,P.G. Wodehouse,4.03,1585676608,9781585676606,eng,290,627,78
18019,The Code of the Woosters: Jeeves to the Rescue,P.G. Wodehouse-Jonathan Cecil,4.36,1572705485,9781572705487,eng,7,168,25
18021,P.G. Wodehouse in His Own Words,P.G. Wodehouse-Tony Ring-Barry Day,4.08,1585673935,9781585673933,eng,320,44,6
18022,Jeeves and the Mating Season (Jeeves  #9),P.G. Wodehouse-Jonathan Cecil,4.27,1572703199,9781572703193,eng,7,107,21
18025,Something Fresh (Blandings Castle  #1),P.G. Wodehouse,4.16,1585676586,9781585676583,eng,284,5041,365
18027,The Clicking of Cuthbert,P.G. Wodehouse,3.94,1406929980,9781406929980,eng,162,6,2
18029,Ring for Jeeves (Jeeves  #10),P.G. Wodehouse,4.02,1585675245,9781585675241,eng,208,2660,171
18031,Ukridge,P.G. Wodehouse,3.89,1585674796,9781585674794,eng,272,987,80
18032,Jeeves and the Tie That Binds (Jeeves  #14),P.G. Wodehouse,4.23,0743203623,9780743203623,en-US,205,2717,127
18035,Right Ho  Jeeves (Jeeves  #6),P.G. Wodehouse,4.32,140690483X,9781406904833,eng,224,8206,445
18041,Mr. Mulliner Speaking,P.G. Wodehouse,4.00,1841591386,9781841591384,en-US,232,1453,42
18042,Laughing Gas,P.G. Wodehouse,3.89,1585672327,9781585672325,eng,286,1672,127
18045,The World of Jeeves (Jeeves  #2-4),P.G. Wodehouse,4.48,0060972440,9780060972448,eng,654,2291,134
18047,The Adventures of Sally,P.G. Wodehouse,3.78,1426423705,9781426423703,en-US,232,10,0
18053,Meet Mr. Mulliner,P.G. Wodehouse,4.06,1585672750,9781585672752,eng,203,1162,78
18055,Eggs  Beans And Crumpets,P.G. Wodehouse,4.12,1841591068,9781841591063,eng,224,874,60
18057,A Damsel in Distress,P.G. Wodehouse,4.08,1406953210,9781406953213,eng,216,3385,337
18061,Uncle Fred in the Springtime (Blandings Castle  #6),P.G. Wodehouse,4.24,1841591300,9781841591308,eng,288,1693,106
18062,The Best of Wodehouse: An Anthology,P.G. Wodehouse-John Mortimer,4.40,0307266613,9780307266613,eng,840,400,46
18064,The World of Mr. Mulliner,P.G. Wodehouse,4.31,0140281703,9780140281705,eng,624,338,29
18067,Cocktail Time,P.G. Wodehouse,4.14,1585675741,9781585675746,eng,304,644,50
18072,The Waste Lands (The Dark Tower #3),Stephen King-Ned Dameron,4.24,0451173317,9780451173317,eng,590,983,98
18073,Jeeves in the Offing (Jeeves  #12),P.G. Wodehouse,4.17,1841591165,9781841591162,eng,208,26,4
18074,Jeeves and The Feudal Spirit (Jeeves  #11),P.G. Wodehouse,4.32,1841591017,9781841591018,eng,240,23,1
18075,¡Pues vaya! Lo mejor de Wodehouse,P.G. Wodehouse-Stephen Fry,4.44,8433970283,9788433970282,spa,768,20,1
18077,Piccadilly Jim,P.G. Wodehouse,4.03,1585676160,9781585676163,eng,302,2585,174
18081,Joy in the Morning (Jeeves  #8),P.G. Wodehouse,4.35,1841591157,9781841591155,eng,296,37,0
18089,The Mating Season (Jeeves  #9),P.G. Wodehouse,4.27,1841591076,9781841591070,eng,272,57,2
18098,Indiscretions of Archie,P.G. Wodehouse,3.87,0742632598,9780742632592,eng,215,664,73
18114,Wizard and Glass (The Dark Tower  #4),Stephen King,4.25,0451194861,9780451194862,eng,702,864,103
18116,His Dark Materials (His Dark Materials #1-3),Philip Pullman-Peter Bailey,4.26,0440238609,9780440238607,eng,1088,102687,3761
18119,The Subtle Knife (His Dark Materials  #2),Philip Pullman,4.12,0440238145,9780440238140,en-US,288,4587,323
18122,The Amber Spyglass (His Dark Materials  #3),Philip Pullman,4.09,0440238153,9780440238157,eng,467,219303,5652
18127,The Eyes of the Dragon,Stephen King-David Palladini,3.93,0451166582,9780451166586,en-US,380,2849,272
18128,'Salem's Lot,Stephen King,4.01,0671039741,9780671039745,eng,631,3386,357
18129,Black House (The Talisman  #2),Stephen King-Peter Straub,4.00,0345441036,9780345441034,eng,659,368,35
18131,A Wrinkle in Time (Time Quintet  #1),Madeleine L'Engle,4.01,0440498058,9780440498056,eng,211,665242,18499
18132,The Voyage of the “Dawn Treader” (The Chronicles of Narnia  #3),C.S. Lewis-Pauline Baynes,4.09,0020442602,9780020442608,eng,216,2869,233
18133,Lolita,Vladimir Nabokov-John Ray Jr.,3.89,0679723161,9780679723165,eng,317,18462,2085
18134,William Shakespeare’s: Twelfth Night (Shakespeare Retellings  #6),Bruce Coville-Kathryn Hewitt,4.11,0803723180,9780803723184,eng,48,138,13
18135,Romeo and Juliet,William Shakespeare-Paul Werstine-Barbara A. Mowat,3.74,0743477111,9780743477116,eng,283,1811259,14102
18136,Romeo and Juliet,William Shakespeare-Rex Gibson,3.74,0521618703,9780521618700,en-US,228,414,29
18137,Romeo & Juliet,William Shakespeare-Joseph Fiennes-Maria Miles-Elizabeth Spriggs,3.74,1932219307,9781932219302,eng,3,174,25
18139,Romeo and Juliet,William Shakespeare,3.74,0764120859,9780764120855,eng,304,686,39
18140,Romeo and Juliet,William Shakespeare-Michael Sheen-Kate Beckinsale-Fiona  Shaw-Norman Rodway,3.74,0521625629,9780521625623,eng,3,18,0
18144,Ohio Class (Silent Service #5),H. Jay Riker,3.83,0060524391,9780060524395,eng,416,44,4
18146,Seawolf Class (Silent Service #3),H. Jay Riker,3.93,0380804689,9780380804689,eng,416,62,4
18155,Cuckoo's Egg (Age of Exploration  #3),C.J. Cherryh,3.95,0749301163,9780749301163,eng,319,1434,55
18160,The Art of Deception: Controlling the Human Element of Security,Kevin D. Mitnick-William L. Simon-Steve Wozniak,3.76,076454280X,9780764542800,eng,352,4333,260
18172,Hardball: Are You Playing to Play or Playing to Win?,George Stalk Jr.-Rob Lachenauer-Robert Lachenauer-John  Butman,3.49,1591391679,9781591391678,eng,192,82,9
18182,A Theory of Fun for Game Design,Raph Koster-Will Wright,3.95,1932111972,9781932111972,en-CA,256,1972,173
18184,The Complete Theory Fun Factory: Music Theory Puzzles and Games for the Early Grades,Ian        Martin-Katie Elliott,5.00,0851621813,9780851621814,eng,96,1,0
18185,The Pillow Book,Sei Shōnagon-Ivan Morris,4.02,0231073372,9780231073370,eng,419,3577,261
18190,Bachelor Brothers' Bed & Breakfast Pillow Book,Bill Richardson,3.77,0312194404,9780312194406,eng,208,315,42
18194,The Cyberiad,Stanisław Lem-Michael Kandel-Daniel Mróz,4.18,0156027593,9780156027595,en-US,295,7512,382
18196,Psychoshop,Alfred Bester-Roger Zelazny,3.60,0679767827,9780679767824,eng,207,727,37
18202,Christianity for Modern Pagans: Pascal's Pensées - Edited  Outlined & Explained,Peter Kreeft-Blaise Pascal,4.38,0898704529,9780898704525,en-US,341,399,38
18212,Jacques the Fatalist,Denis Diderot-David Coward,3.84,0192838741,9780192838742,eng,304,4708,97
18214,Jacques der Fatalist und sein Herr,Denis Diderot,3.84,315009335X,9783150093351,ger,360,18,0
18215,Pictorial Encyclopedia of Trades and Industry  Vol 1,Denis Diderot-Charles Coulston Gillispie,3.60,0486274284,9780486274287,eng,239,5,0
18217,Rameau's Nephew / D'Alembert's Dream,Denis Diderot-Leonard Tancock,3.67,0140441735,9780140441734,eng,237,1264,68
18225,Theory of Colours,Johann Wolfgang von Goethe-Deane B. Judd,4.07,0262570211,9780262570213,eng,423,669,19
18226,Maxims and Reflections,Johann Wolfgang von Goethe-Peter Hutchinson-Elisabeth Stopp,3.80,0140447202,9780140447200,eng,208,255,20
18240,War and Peace,Leo Tolstoy,4.11,3895086908,9783895086908,en-US,1500,126,10
18241,War and Peace,Leo Tolstoy-Anthony Briggs,4.11,067003469X,9780670034697,en-US,1424,1210,91
18242,A Savage War of Peace: Algeria  1954-1962,Alistair Horne,4.22,1590172183,9781590172186,eng,608,1811,172
18243,War and Peace,Leo Tolstoy-Constance Garnett-A.N. Wilson,4.11,0375760644,9780375760648,eng,1388,830,129
18245,War and Peace,Leo Tolstoy-Orlando Figes-Anthony Briggs,4.11,0143039997,9780143039990,eng,1408,480,110
18246,War and Peace and War: The Rise and Fall of Empires,Peter Turchin,4.15,0452288193,9780452288195,en-US,416,252,33
18251,Great Expectations,Charles Dickens,3.76,0140620168,9780140620160,eng,443,889,61
18255,Oliver Twist,Charles Dickens,3.86,0486424537,9780486424538,eng,368,2062,80
18260,Oliver Twist,Charles Dickens-George Cruikshank-Jill Muller,3.86,1593082061,9781593082062,eng,478,327,45
18261,The Nibelungenlied,Unknown-A.T. Hatto,3.87,0140441379,9780140441376,eng,404,3893,154
18265,Gargantua and Pantagruel,François Rabelais-Thomas Urquhart-Pierre Le Motteux,3.71,0679431373,9780679431374,eng,807,50,10
18266,Gargantua and Pantagruel,François Rabelais-M.A. Screech,3.71,0140445501,9780140445503,eng,1041,11605,274
18273,Beyond Good and Evil: Prelude to a Philosophy of the Future,Friedrich Nietzsche-Walter Kaufmann,4.02,0394703375,9780394703374,eng,256,43,5
18279,Phenomenology of Perception,Maurice Merleau-Ponty-Colin Smith,4.15,0415278414,9780415278416,eng,544,4887,66
18280,Introduction to Phenomenology,Dermot Moran,4.25,0415183731,9780415183734,eng,592,204,18
18281,Introduction to Phenomenology,Robert Sokolowski,3.96,0521667925,9780521667920,eng,248,296,34
18282,The Basic Problems of Phenomenology (Studies in Phenomenology & Existential Philosophy),Martin Heidegger-Albert Hofstadter,4.28,025320478X,9780253204783,en-US,432,437,14
18283,The Phenomenology of Mind  Volume II,Georg Wilhelm Friedrich Hegel-James Black Baillie,4.00,1596057734,9781596057739,ger,372,1,0
18284,Experimental Phenomenology: An Introduction,Don Ihde,3.73,0887061990,9780887061998,eng,155,40,1
18287,Critique of Pure Reason,Immanuel Kant-J.M.D. Meiklejohn,3.94,0486432548,9780486432540,eng,480,69,9
18288,Critique of Pure Reason,Immanuel Kant-Paul Guyer-Allen W. Wood,3.94,0521657296,9780521657297,eng,796,22533,358
18290,Critique of Pure Reason,Immanuel Kant-Werner S. Pluhar-Patricia Kitcher-James W. Ellington,3.94,0872202577,9780872202573,eng,1096,169,11
18291,Critique of Pure Reason,Immanuel Kant-Marcus Weigelt-F. Max Müller,3.94,0140447474,9780140447477,eng,784,228,33
18294,Critique of Pure Reason (Studies in the History of Philosophy),Immanuel Kant-Humphrey Palmer,3.94,0773491678,9780773491670,eng,140,15,0
18297,The Anime Encyclopedia: A Guide to Japanese Animation Since 1917,Jonathan Clements-Helen McCarthy,4.02,1933330104,9781933330105,eng,867,26,5
18304,The Anti-Christ,Friedrich Nietzsche-H.L. Mencken,3.92,1421270536,9781421270531,eng,126,12052,342
18305,Unpublished Writings from the Period of Unfashionable Observations (Complete Works 11),Friedrich Nietzsche-Richard T. Gray,4.06,0804728844,9780804728843,eng,536,2,0
18310,Thus Spake Zarathustra: A Book for All and None,Friedrich Nietzsche,4.06,1406947199,9781406947199,eng,356,278,22
18314,The Picture of Dorian Gray,Oscar Wilde,4.07,1557424292,9781557424297,eng,187,329,23
18315,The Picture of Dorian Gray,Oscar Wilde,4.07,1420925288,9781420925289,en-US,124,839,51
18321,Carton jaune,Nick Hornby-Gabrielle Rolin,3.73,2264028971,9782264028976,fre,286,21,1
18324,Haussmann  or the Distinction,Paul La Farge,3.64,0312420927,9780312420925,eng,379,150,20
18328,The Artist of the Missing,Paul La Farge-Stephen Alcorn,3.58,0374525803,9780374525804,eng,256,99,10
18333,Reluctant Runaway (To Catch a Thief #2),Jill Elizabeth Nelson,3.70,1590526872,9781590526873,en-US,352,90,12
18334,Kentucky Straight: Stories,Chris Offutt,4.04,067973886X,9780679738862,eng,192,840,84
18335,Out of the Woods,Chris Offutt,4.06,0684853760,9780684853765,eng,176,450,55
18337,No Heroes: A Memoir of Coming Home,Chris Offutt,3.85,0684865521,9780684865522,eng,272,179,32
18338,The Castle Keeps,Andrew J. Offutt,3.50,0425021874,9780425021873,en-US,191,16,3
18341,Conan: Sword of Skelos,Andrew J. Offutt,3.94,0765340216,9780765340214,eng,224,1326,4
18342,It,Stephen King,4.23,0451169514,9780451169518,eng,1090,293877,6630
18347,A Spy in the House of Love,Anaïs Nin,3.68,0141183713,9780141183718,eng,124,290,39
18348,Incest: From a Journal of Love,Anaïs Nin-Rupert Pole-Gunther Stuhlmann,4.00,0151443661,9780151443666,eng,418,880,54
18349,Fire: From A Journal of Love - The Unexpurgated Diary of Anaïs Nin (1934-1937),Anaïs Nin,4.13,0156003902,9780156003902,eng,448,569,29
18350,In Favor of the Sensitive Man and Other Essays,Anaïs Nin,4.02,0156444453,9780156444453,eng,180,493,40
18353,Anaïs Nin: A Biography,Deirdre Bair,3.99,0140255257,9780140255256,eng,672,619,35
18355,The Diary of Anaïs Nin  Vol. 4: 1944-1947,Anaïs Nin-Gunther Stuhlmann,4.18,015626028X,9780156260282,eng,235,729,20
18361,Fire: From A Journal of Love - The Unexpurgated Diary of Anaïs Nin (1934-1937),Anaïs Nin-Gunther Stuhlmann,4.13,0151000883,9780151000883,eng,448,197,6
18362,The Diary of Anaïs Nin  Vol. 6: 1955-1966,Anaïs Nin-Gunther Stuhlmann,4.12,0156260328,9780156260329,eng,432,307,10
18365,Nearer the Moon: From A Journal of Love - The Unexpurgated Diary of Anaïs Nin (1937-1939),Anaïs Nin-Gunther Stuhlmann,4.21,0151000891,9780151000890,eng,396,166,16
18366,The Early Diary of Anaïs Nin  Vol. 3: 1923-1927,Anaïs Nin,4.18,0156272504,9780156272506,eng,320,143,7
18370,Henry and June: From the Unexpurgated Diary of Anaïs Nin,Anaïs Nin,3.95,0151400032,9780151400034,eng,274,144,18
18373,Flowers for Algernon,Daniel Keyes,4.11,0156030306,9780156030304,eng,311,332849,9827
18374,Flowers for Algernon,Daniel Keyes,4.11,0435123432,9780435123437,en-US,218,177,19
18378,Flowers for Algernon,Daniel Keyes,4.11,1857989384,9781857989380,eng,216,2720,315
18379,Understanding Flowers for Algernon,Patrice Cassedy-Daniel Keyes,3.00,1560067845,9781560067849,eng,96,1,0
18380,Algernon  Charlie  and I: A Writer's Journey: Plus the Complete Original Short Novelette Version of Flowers for Algernon,Daniel Keyes,4.07,1929519001,9781929519002,eng,223,15,3
18381,Girl in Hyacinth Blue,Susan Vreeland,3.73,0755305302,9780755305308,en-GB,180,136,24
18383,Jane Eyre,Charlotte Brontë,4.11,3717519646,9783717519645,ger,784,431,27
18384,The Death of Ivan Ilyich and Other Stories,Leo Tolstoy,4.10,1840224533,9781840224535,eng,256,305,33
18385,The Death of Ivan Ilych & Other Stories,Leo Tolstoy,4.10,1593080697,9781593080693,eng,400,251,36
18392,The Lost Years of Merlin,T.A. Barron,3.98,0441010288,9780441010288,eng,304,12114,451
18394,The Mirror of Merlin,T.A. Barron,4.06,0441009654,9780441009657,eng,288,6682,57
18395,The Wings of Merlin,T.A. Barron,4.11,0441010245,9780441010240,eng,288,6227,63
18402,The Dante Club (The Dante Club #1),Matthew Pearl,3.38,034549038X,9780345490384,eng,424,32333,1995
18403,El Club Dante,Matthew Pearl-Vicente Villacampa,3.38,8432217204,9788432217203,spa,586,153,9
18404,El club Dante,Matthew Pearl-Vicente Villacampa,3.38,8432296325,9788432296321,spa,464,53,1
18405,Gone with the Wind,Margaret Mitchell,4.29,0446675539,9780446675536,eng,1037,964231,14834
18412,The Wind Done Gone,Alice Randall,3.07,0618219064,9780618219063,eng,224,1645,275
18413,Utopia,Thomas More-Clarence H. Miller,3.53,0300084293,9780300084290,eng,200,427,44
