Region,District,FacilityName,Type,Town,Ownership,Latitude,Longitude
Greater Accra,Ga West,Fausty Maternity Home,Maternity Home,Horbor,Private,5.68927,-0.42634
Greater Accra,Accra Metropolitan,Felidan Maternity Home,Maternity Home,Chemuna (Chorkor),Private,5.52571,-0.25049
Greater Accra,Tema Metropolitan,Fiden Medical Centre (Formerly Eillen's Maternity Home),Clinic,Tema Community 2,Private,5.63682,-0.01062
Greater Accra,Dangme west,Dodowa Health Centre,Health Centre,Dodowa,Government,5.88556,-0.09225
Greater Accra,Ga East,Doku Memorial Clinic,Hospital,Madina,Private,5.68042,-0.16565
Greater Accra,Ga West,Dome Sampah-mang CHPS,CHPS,Dome Sampah-mang,Government,5.71916,-0.36576
Greater Accra,Dangme West,Ebenezer Clinic,Clinic,Lower Prampram,Private,5.70932,0.11292
Greater Accra,Accra Metropolitan,Egon German Clinic,Hospital,Abelemkpe,Private,5.61261,-0.21417
Greater Accra,Accra Metropolitan,El Shadai Mat Home & Clinic,Maternity Home,Nyamekye (Darkuman),Private,5.59793,-0.25534
Greater Accra,Accra Metropolitan,Emmanuel Clinic (ENT Specialist),Clinic,Nungua,Private,5.58915,-0.08284
Greater Accra,Tema Metropolitan,Esther Memorial Maternity Home & Clinic,Maternity Home,Ashaima New Town,Private,5.70392,-0.02951
Greater Accra,Accra Metropolitan,Faith Medical Centre,Hospital,Alajo (near T junction),Private,5.59978,-0.21767
Greater Accra,Accra Metropolitan,Fire Medical Centre (Old site),Hospital,James Town,Government,5.53282,-0.2177
Greater Accra,Accra Metropolitan,Fralena Health Centre,Health Centre,Kaneshie,Private,5.5648,-0.23579
Greater Accra,Ga East,Fransko Maternity Home (same as Francisca Maternity Home),Maternity Home,Madina,Private,5.67082,-0.17037
Greater Accra,Ga East,Ga East District Health Directorate,District Health Directorate,Abokobi,Government,5.7345,-0.20296
Greater Accra,Ga West,Ga West District Health Directorate,District Health Directorate,Amasaman,Government,5.70119,-0.30056
Greater Accra,Tema Metropolitan,GAFCO Clinic,Clinic,Tema Main Habour,Private,5.63309,0.00807
Greater Accra,Accra Metropolitan,Gak Clinic,Hospital,Osu (Nyaniba Estate),Private,5.55989,-0.174
Greater Accra,Ga West,Gbawe Clinic & Maternity Home,Maternity Home,Gbawe,Private,5.57741,-0.2846
Greater Accra,Tema Metropolitan,Ghacem Clinic,Clinic,Tema Main Habour,Private,5.6351,0.00686
Greater Accra,Ga East,Ghana Atomic Energy Commission Clinic,Clinic,Atomic,Quasi-Government,5.66854,-0.23162
Greater Accra,Accra Metropolitan,Ghana Police Clinic,Clinic,37 Licencing Office,Quasi-Government,5.59374,-0.17854
Greater Accra,Accra Metropolitan,Regional Health Directorate,Regional Health Directorate,Adabraka,Government,5.55802,-0.20629
Greater Accra,Accra Metropolitan,Regional Health Directorate (new site),Regional Health Directorate,Adabraka,Government,5.56179,-0.20348
Greater Accra,Accra Metropolitan,Gimpa Clinic,Clinic,Greenhill,Quasi-Government,5.63633,-0.20028
Greater Accra,Ga East,Global Medical Centre,Clinic,Madina,Private,5.67534,-0.18185
Greater Accra,Tema Metropolitan,Gloria Family Health Centre,Hospital,Adenta,Private,5.69705,-0.17367
Greater Accra,Accra Metropolitan,Gloria's Maternity Home,Maternity Home,New Town,Private,5.5867,-0.20833
Greater Accra,Ga West,God Cares Clinic & Maternity,Clinic,Asabaham (near Domiabra),Private,5.60629,-0.41625
Greater Accra,Dangme west,Godia Clinic,Clinic,New Dawhenya,Private,5.75451,-0.04701
Greater Accra,Accra Metropolitan,Golden Sourveinier Clinic,Clinic,Tesano,Private,5.59525,-0.23342
Greater Accra,Accra Metropolitan,Goodwill Maternity Home,Maternity Home,Asylum Down,Private,5.56844,-0.20448
Greater Accra,Tema Metropolitan,GPHA Main Clinic,Clinic,Tema Community 2,Quasi-Government,5.63276,-0.00654
Greater Accra,Tema Metropolitan,Grace & Peace Clinic & Maternity Home,Maternity Home,Ashalebotwe,Private,5.68191,-0.14157
Greater Accra,Accra Metropolitan,Grace Baah Memorial Clinic,Clinic,Russia,Private,5.55228,-0.25181
Greater Accra,Dangme west,Grace Maternity Home,Maternity Home,Dodowa,Private,5.87929,-0.10627
Greater Accra,Accra Metropolitan,Grace Maternity Home & Clinic,Maternity Home,Awoshie (last stop),Private,5.58553,-0.27977
Greater Accra,Accra Metropolitan,Grasam Clinic,Clinic,Mempeasem,Private,5.65097,-0.15879
Greater Accra,Ga East,Greater Grace Hospital,Hospital,Pantang hosp road,Private,5.71866,-0.17425
Greater Accra,Accra Metropolitan,Green Hand Clinic,Clinic,North Kaneshie,Private,5.58284,-0.22884
Greater Accra,Tema Metropolitan,GTP Clinic,Clinic,Tema Heavy Industrial Town,Private,5.66264,-0.00345
Greater Accra,Accra Metropolitan,Hajj Abdulai Yaro's Memorial Clinic,Hospital,Nima,CHAG,5.58254,-0.19682
Greater Accra,Accra Metropolitan,Hams Clinic,Clinic,Mataheko,Private,5.55984,-0.24297
Greater Accra,Accra Metropolitan,Hannah Larbie's Maternity Home,Maternity Home,Chorkor (near Abodwe),Private,5.52961,-0.24151
Greater Accra,Ga East,Harmony Clinic,Hospital,Madina,Private,5.67152,-0.17373
Greater Accra,Tema Metropolitan,Health Loop Clinic,Clinic,Adenta Estate,Private,5.70134,-0.14823
Greater Accra,Accra Metropolitan,Hebron Maternity & Clinic,Maternity Home,La,Private,5.5639,-0.15154
Greater Accra,Accra Metropolitan,Henrietta Clinic & Maternity Home,Maternity Home,Lartebiokorshie (near Nkruma flats),Private,5.5501,-0.232
Greater Accra,Accra Metropolitan,Highway Dental Clinic,Clinic,Maamobi (near market),Private,5.59481,-0.19421
Greater Accra,Accra Metropolitan,Hobats Clinic,Clinic,Tesano,Private,5.60699,-0.2317
Greater Accra,Accra Metropolitan,Holy Cross Clinic & Maternity Home,Clinic,Lartebiokoshie,Private,5.55001,-0.24449
Greater Accra,Accra Metropolitan,Holy Height Clinic,Clinic,Kokomlemle,Private,5.57714,-0.20895
Greater Accra,Accra Metropolitan,Holy Trinity Medical Centre,Hospital,North Kaneshie,Private,5.5867,-0.23519
Greater Accra,Accra Metropolitan,International Health Care Centre,Clinic,Roman Ridge (near Ghana inst of engineers buidling),Private,5.60547,-0.19762
Greater Accra,Accra Metropolitan,Iran Clinic,Hospital,Circle,CHAG,5.568,-0.21248
Greater Accra,Accra Metropolitan,James Camp Borstral Clinic,Clinic,Roman Ridge,Quasi-Government,5.60807,-0.19085
Greater Accra,Accra Metropolitan,James Fort Prison's Clinic,Clinic,James Town,Quasi-Government,5.53423,-0.21111
Greater Accra,Accra Metropolitan,James Town Maternity Home,Maternity Home,James Town,Government,5.54065,-0.21591
Greater Accra,Accra Metropolitan,Jesus Saves Clinic,Clinic,Okaishie,Private,5.54896,-0.20779
Greater Accra,Tema Metropolitan,Jireh Eye Clinic,Clinic,Tema Community 1,Private,5.63503,-0.00321
Greater Accra,Accra Metropolitan,Johpat Hospital,Hospital,Dzorwulu,Private,5.61151,-0.19963
Greater Accra,Tema Metropolitan,Kpone Health Centre,Health Centre,Kpone,Government,5.69206,0.05842
Greater Accra,Accra Metropolitan,Jordan's Maternity Home,Maternity Home,La,Private,5.5621,-0.16464
Greater Accra,Ga West,Joy Family Clinic,Clinic,Santamaria,Private,5.60186,-0.2741
Greater Accra,Tema Metropolitan,Jubail Specialist Hospital,Hospital,Sakumano Estate,Private,5.62549,-0.05216
Greater Accra,Accra Metropolitan,Juliana Aku Clegg Maternity home,Maternity Home,Zongo junction,Private,5.55837,-0.23957
Greater Accra,Accra Metropolitan,Kaneshie Market Clinic,Clinic,Kaneshie,Private,5.56684,-0.2374
Greater Accra,Accra Metropolitan,Kaneshie Polyclinic,Polyclinic,Kaneshie,Government,5.57446,-0.23074
Greater Accra,Accra Metropolitan,Kaneshie School Clinic,Clinic,Kaneshie,Government,5.57281,-0.23295
Greater Accra,Accra Metropolitan,Karikari Brobbey Hospital,Hospital,Agege (Agege road -Karikari area),Private,5.53092,-0.26149
Greater Accra,Dangme East,Kasseh Health Centre,Health Centre,Kasseh,Government,5.89665,0.52294
Greater Accra,Accra Metropolitan,Keep Smiling clinic,Clinic,Mamprobi (opposite mtyr uganda),Private,5.53292,-0.23732
Greater Accra,Accra Metropolitan,King David Hospital,Hospital,Kotobabi,Private,5.59277,-0.20588
Greater Accra,Ga East,Kokrobite CHPS,CHPS,Kokrobite,Government,5.50209,-0.37027
Greater Accra,Ga West,Kokrobite Community Clinic,Clinic,Kokrobite,Government,5.50179,-0.37017
Greater Accra,Accra Metropolitan,Korle-Bu Polyclinic,Polyclinic,Korle-Bu,Government,5.580728,-0.210467
Greater Accra,Accra Metropolitan,Korle-Bu Teaching Hospital,Teaching Hospital,Korle-bu,Private,5.53719,-0.2266
Greater Accra,Ga East,Korle-Gonno Polyclinic,Polyclinic,Korle-bu,Government,5.53736,-0.22312
Greater Accra,Accra Metropolitan,Kpeshie Sub Metro Health Directorate,District Health Directorate,La,Government,5.55538,-0.16657
Greater Accra,Accra Metropolitan,Kumorji Hospital,Hospital,Cantoments,Private,5.57419,-0.18263
Greater Accra,Accra Metropolitan,La General Hospital,Hospital,La,Government,5.55538,-0.16657
Greater Accra,Accra Metropolitan,Labadi Road Dental Clinic,Clinic,Osu,Private,5.55265,-0.17742
Greater Accra,Accra Metropolitan,Lagoon Clinic,Clinic,Chemuna (Chorkor),Private,5.52568,-0.25025
Greater Accra,Tema Metropolitan,Lagoon Clinic,Clinic,Tema Community 1,Private,5.64767,-0.00154
Greater Accra,Accra Metropolitan,Lagoon Clinic & Maternity home,Maternity Home,Mpoase (off Glefe rd),Private,5.52397,-0.26406
Greater Accra,Accra Metropolitan,Lakeside Clinic,Hospital,Tesano,Private,5.5923,-0.23136
Greater Accra,Accra Metropolitan,Lapaz Community Clinic,Hospital,Abaka Lapas,Private,5.60851,-0.25349
Greater Accra,Accra Metropolitan,Laura's Maternity Home & Clinic,Maternity Home,Darkuman,Private,5.58704,-0.24794
Greater Accra,Tema Metropolitan,Leister Medical Centre,Clinic,Spintex road,Private,5.61916,-0.1461
Greater Accra,Accra Metropolitan,Link Road Hospital,Hospital,Lartebiokorshie,Private,5.54944,-0.24093
Greater Accra,Tema Metropolitan,Lube Oil Clinic,Clinic,Tema Heavy Industrial Town,Quasi-Government,5.65042,0.00836
Greater Accra,Accra Metropolitan,Maamobi Polyclinic,Polyclinic,Maamobi,Government,5.59184,-0.19929
Greater Accra,Accra Metropolitan,Mega Care Clinic (Annex),Clinic,Abossey Okai,Private,5.55952,-0.23308
Greater Accra,Accra Metropolitan,Liha Medical Clinic,Clinic,East Legon (before America house road),Private,5.64174,-0.16071
Greater Accra,Accra Metropolitan,Maabs Dental Clinic,Clinic,Osu,Private,5.55982,-0.17441
Greater Accra,Accra Metropolitan,Megavest Medical Centre,Hospital,North Kaneshie,Private,5.59342,-0.24423
Greater Accra,Tema Metropolitan,Lebanon Clinic,Clinic,Ashaiman,Private,5.68791,-0.03049
Greater Accra,Accra Metropolitan,Lession Clinic,Clinic,Nima,Private,5.58208,-0.20114
Greater Accra,Accra Metropolitan,Limb Fitting Centre,Others,Tema Station (near Lotteries),Government,5.5485,-0.19999
Greater Accra,Accra Metropolitan,Mab Medicare Centre,Hospital,Nyamekye (Darkuman),Private,5.59958,-0.25417
Greater Accra,Ga East,Madina RCH Clinic (near Market),Clinic,Madina (Old road),Government,5.6788,-0.16751
Greater Accra,Accra Metropolitan,Larkai Medical Centre,Clinic,Nima (near Police station),Private,5.576,-0.19972
Greater Accra,Accra Metropolitan,Life Line Clinic,Clinic,Nima 441 (area near bridge),Private,5.5882,-0.19478
Greater Accra,Accra Metropolitan,Living Clinic & Laboratory,Clinic,Agbogbloshie,CHAG,5.55032,-0.2167
Greater Accra,Ga West,Lizzie Matternity Home & Clinic,Maternity Home,Ofankor,Private,5.65484,-0.27076
Greater Accra,Ga East,Madina Central Clinic,Clinic,Madina (Old road),Private,5.66759,-0.16516
Greater Accra,Accra Metropolitan,Makola Government Clinic,Clinic,Makola,Government,5.54857,-0.20599
Greater Accra,Accra Metropolitan,Makola Plaza Clinic,Clinic,Makola,Private,5.54672,-0.20603
Greater Accra,Accra Metropolitan,Mallam Atta Market Clinic,Clinic,Mallam Atta,Government,5.57872,-0.20832
Greater Accra,Ga West,Mallam Demonstration Clinic,Clinic,Mallam,Government,5.57781,-0.29942
Greater Accra,Accra Metropolitan,Mamprobi Polyclinic,Polyclinic,Mamprobi,Government,5.53807,-0.24556
Greater Accra,Ga West,Mamprobi School Dental Clinic,Clinic,Mamprobi (salvation army schls),Government,5.54138,-0.24118
Greater Accra,Tema Metropolitan,Manko Clinic,Clinic,Tema Fishing Habour,Private,5.64503,0.0132
Greater Accra,Accra Metropolitan,Manna Mission Hospital,Hospital,Teshie,CHAG,5.60706,-0.10872
Greater Accra,Ga West,Margo Maternity Home,Maternity Home,Jei Krodua,Private,5.64608,-0.49304
Greater Accra,Accra Metropolitan,Martin Memorial Hospital,Hospital,Dzorwulu,Private,5.61023,-0.20448
Greater Accra,Ga West,Mary's Clinic,Clinic,Chorkor (behind police station),Private,5.528,-0.23733
Greater Accra,Accra Metropolitan,May Day Clinic,Clinic,Lartebiokorshie,Private,5.54985,-0.24674
Greater Accra,Accra Metropolitan,May Day Clinic,Clinic,Agbogbloshie,Private,5.55142,-0.21931
Greater Accra,Accra Metropolitan,May Fair Clinic,Clinic,Lartebiokoshie,Private,5.54628,-0.24244
Greater Accra,Accra Metropolitan,May's Ear Nose & Throat clinic,Clinic,Lartebiokorshie (Nkrumah flats),Private,5.54734,-0.23324
Greater Accra,Accra Metropolitan,Medifem Hospital,Hospital,Dzorwulu,Private,5.61284,-0.20209
Greater Accra,Ga West,Mega Care Clinic,Clinic,North Kaneshie,Private,5.58913,-0.26083
Greater Accra,Accra Metropolitan,Mercedarian Clinic,Clinic,Osu,Private,5.55526,-0.18007
Greater Accra,Accra Metropolitan,Midway Clinic Ltd,Hospital,Abofu (Achimota),Private,5.61731,-0.22646
Greater Accra,Accra Metropolitan,Korle-Bu Midwifery Training School,Training Institution,Korle-Bu,Government,5.53972,-0.23044
Greater Accra,Ga East,Mighty Clinic,Clinic,Madina (near market),Private,5.6816,-0.16645
Greater Accra,Ga East,Modern Atomic Clinic,Hospital,Atomic Road,Private,5.66743,-0.20819
Greater Accra,Ga East,Mother Love Health Care Cantre,Maternity Home,Adenta,Private,5.71726,-0.16644
Greater Accra,Accra Metropolitan,Mother's Pride Clinic & Maternity Home,Maternity Home,Mamprobi (off juncion before salvation army),Private,5.54216,-0.24507
Greater Accra,Accra Metropolitan,Motorway Clinic,Hospital,Abeka Lapas,Private,5.60616,-0.25137
Greater Accra,Accra Metropolitan,Mt Sinai Clinic,Clinic,Nyamekye (Darkuman),Private,5.60126,-0.25719
Greater Accra,Accra Metropolitan,N M's Dental Clinic,Clinic,Dzorwulu (junction),Private,5.60828,-0.20689
Greater Accra,Accra Metropolitan,Mercy Clinic,Hospital,Mataheko,Private,5.56431,-0.24764
Greater Accra,Accra Metropolitan,Mercy Maternity Home & Clinic,Maternity Home,Agege (Glefe near largoon),Private,5.52609,-0.27449
Greater Accra,Tema Metropolitan,Meridian Clinic,Clinic,Tema Community 1,Private,5.64543,-0.0072
Greater Accra,Accra Metropolitan,Mission Clinic,Clinic,Caprice (Near carprice hotel),Private,5.58282,-0.21575
Greater Accra,Tema Metropolitan,Narh Bita Hospital,Hospital,Tema Community 4,Private,5.65793,-0.01062
Greater Accra,Tema Metropolitan,Dziram Eye Clinic,Clinic,Baatsona,Private,5.65793,-0.01062
Greater Accra,Tema Metropolitan,Greehouse Clinic and Diagnostic Centre,Clinic,Spintex road,Private,5.65793,-0.01062
Greater Accra,Tema Metropolitan,Narh Bita Nursing Training School,Training Institution,Tema Community 4,Private,5.65793,-0.01062
Greater Accra,Ga West,Nashwell Clinic,Clinic,Gbawe,Private,5.5772,-0.28721
Greater Accra,Accra Metropolitan,National Cold Room,Others,Korle-bu,Government,5.53797,-0.23342
Greater Accra,Accra Metropolitan,Nelleville Clinic,Clinic,Nungua,Private,5.59389,-0.08789
Greater Accra,Tema Metropolitan,Nelmax Clinic,Clinic,Lashibi Community 20,Private,5.65273,-0.06999
Greater Accra,Tema Metropolitan,Nestle Clinic,Clinic,Tema,Quasi-Government,5.67518,-0.00305
Greater Accra,Accra Metropolitan,New Achimota Clinic,Hospital,New Achimota (mile 7),Private,5.6293,-0.24781
Greater Accra,Accra Metropolitan,New Cross Clinic,Clinic,Nima,Private,5.58234,-0.1994
Greater Accra,Tema Metropolitan,New Crystal Clinic,Clinic,Ashaiman,Private,5.68671,-0.03317
Greater Accra,Tema Metropolitan,New Crystal Clinic,Clinic,Ashaiman,Private,5.68671,-0.03317
Greater Accra,Tema Metropolitan,New Edem Maternity Home,Maternity Home,Ashaiman (Nii Amui Park {Manannanyo},Private,5.69924,-0.03531
Greater Accra,Accra Metropolitan,New Town Clinic,Clinic,New Town (Nkasan-Djan junction),Private,5.59122,-0.20621
Greater Accra,Accra Metropolitan,New Town School Dental Clinic,Clinic,New Town ( school compound),Government,5.58552,-0.21001
Greater Accra,Accra Metropolitan,New World Dental Clinic,Clinic,Asylum Down,Private,5.56918,-0.20248
Greater Accra,Ga West,Ngleshie Amanfro Community Health Centre,Clinic,Ngleshie Amamfrom,Government,5.53638,-0.41126
Greater Accra,Accra Metropolitan,Nightingale Clinic,Hospital,Dansoman (Sahara),Private,5.55031,-0.26737
Greater Accra,Accra Metropolitan,Nima Government Clinic,Clinic,Nima,Government,5.57771,-0.20008
Greater Accra,Accra Metropolitan,Nima Highway Specialist Clinic,Clinic,Nima (near Gutter),Private,5.59007,-0.19605
Greater Accra,Accra Metropolitan,North Kaneshie Maternity Home,Maternity Home,Demond (North Kaneshie),Private,5.58962,-0.2433
Greater Accra,Ga West,North Kwashieman Clinic,Clinic,North Kwashieman,Private,5.59432,-0.26869
Greater Accra,Ga East,North Legon Hospital,Hospital,North Legon (off Atomic Energy Road),Private,5.66923,-0.18228
Greater Accra,Accra Metropolitan,North Ridge Clinic,Hospital,North Ridge,Private,5.57275,-0.19852
Greater Accra,Accra Metropolitan,North Teshie Clinic & Maternity Home,Clinic,Teshie,Private,5.59709,-0.10302
Greater Accra,Tema Metropolitan,Nostra Clinic,Clinic,Tema Community 11,Private,5.66398,-0.02705
Greater Accra,Ga West,Nsakina CHPS,CHPS,Nsakina,Government,5.65177,-0.32388
Greater Accra,Accra Metropolitan,Nungua Community Clinic,Clinic,Nungua,Government,5.5974,-0.07896
Greater Accra,Accra Metropolitan,Korle-Bu Nurses Training College,Training Institution,Korle-Bu,Government,5.54027,-0.23095
Greater Accra,Accra Metropolitan,Nyaho Medical Centre,Clinic,Airport residential area,Private,5.61486,-0.18514
Greater Accra,Accra Metropolitan,Nima Clinic,Clinic,Nima,Private,5.57412,-0.19912
Greater Accra,Dangme West,Nyigbenya Clinic,CHPS,Nugbenya,Government,5.83471,0.21885
Greater Accra,Tema Metropolitan,Odonkor Clinic,Clinic,Tema Community 8,Private,5.66589,-0.01423
Greater Accra,Accra Metropolitan,Odorna Clinic,Clinic,Odorna (Adabraka),Private,5.55887,-0.21556
Greater Accra,Tema Metropolitan,Okanta Memorial Clinic,Clinic,Ashaiman,Private,5.68684,-0.03972
Greater Accra,Accra Metropolitan,Oman Clinic,Clinic,Kaneshie (Sports Complex),Private,5.57508,-0.22694
Greater Accra,Tema Metropolitan,Omari Clinic,Clinic,Tema Mataheko,Private,5.77204,-0.00509
Greater Accra,Accra Metropolitan,Omni Health Care,Clinic,Dzorwulu,Private,5.61647,-0.19249
Greater Accra,Accra Metropolitan,Opoku Ware Clinic,Hospital,Dansoman,Private,5.56451,-0.27354
Greater Accra,Accra Metropolitan,Osu Government Maternity Home,Maternity Home,Osu,Government,5.55401,-0.18494
Greater Accra,Dangme West,Osudoku Health Centre,Clinic,Asutsuare,Government,6.07519,0.19468
Greater Accra,Ga West,Osuwem Community Based Clinic (New site),Clinic,Osuwem,Government,6.03171,0.17526
Greater Accra,Accra Metropolitan,Owusu Medical Centre,Clinic,Alajo (ask at Faith medical centre for direction),Private,5.59796,-0.21905
Greater Accra,Tema Metropolitan,Port Health,clinic,Tema,Government,5.63433,0.00461
Greater Accra,Tema Metropolitan,Port Medical Centre,Hospital,Tema Community 1,Private,5.64266,0.00126
Greater Accra,Tema Metropolitan,Port Dental Clinic,Clinic,Tema Community 1,Private,5.64266,0.00126
Greater Accra,Tema Metropolitan,Nyamebetyere Maternity Home,Maternity Home,Ashaiman Lebanon,Private,5.70281,-0.04369
Greater Accra,Accra Metropolitan,Opec Clinic (Teshie Health Centre),Clinic,Teshie,Government,5.6021,-0.11996
Greater Accra,Accra Metropolitan,Nyameadom Maternity Clinic,Maternity Home,Dansoman (before sahara),Private,5.55206,-0.26433
Greater Accra,Ga West,Obom Health Centre,Health Centre,Obom,Government,5.7357,-0.43974
Greater Accra,Ga West,Oduman Health Centre,Health Centre,Oduman,Government,5.64171,-0.33028
Greater Accra,Accra Metropolitan,Okai Koi Sub Metro Health Directorate,District Health Directorate,Kaneshie,Government,5.57442,-0.23082
Greater Accra,Dangme West,Old Ningo Health Centre (Present site),Health Centre,Old Ningo,Government,5.75161,0.18647
Greater Accra,Dangme West,Old Ningo Health Centre (New site),Health Centre,Old Ningo,Government,5.75161,0.18647
Greater Accra,Dangme West,Osuwem Community Based Clinic (Old site),Clinic,Osuwem,Government,6.03666,0.17579
Greater Accra,Tema Metropolitan,Oyibi Health Centre,Health Centre,Oyibi,Private,5.80615,-0.10773
Greater Accra,Tema Metropolitan,Oyoko Clinic,Clinic,Adenta Estate,Private,5.70397,-0.15236
Greater Accra,Ga East,Pantang Hospital,Hospital,Pantang,Government,5.71511,-0.18802
Greater Accra,Ga East,Pantang Nurses Training College,Training Institution,Pantang,Government,5.71554,-0.18749
Greater Accra,Accra Metropolitan,Parliament Clinic,Clinic,Osu,Government,5.55668,-0.19011
Greater Accra,Accra Metropolitan,Peace Clinic,Clinic,Mataheko,Private,5.59595,-0.24739
Greater Accra,Dangme East,Pediator Kope Health Centre,Health Centre,Pediator Kope,Government,5.82202,0.62849
Greater Accra,Accra Metropolitan,Peoga Maternity Home,Maternity Home,Nungua,Private,5.6189,-0.08294
Greater Accra,Accra Metropolitan,PML Hospital,Hospital,Paladium,Government,5.5446,-0.21302
Greater Accra,Accra Metropolitan,Police Hospital,Hospital,Cantoments,Quasi-Government,5.56835,-0.18145
Greater Accra,Accra Metropolitan,PPAG Clinic,Clinic,Lartebiokoshie,NGO,5.55042,-0.24156
Greater Accra,Dangme West,PPAG Dodowa,Clinic,Dodowa,NGO,5.8809,-0.10713
Greater Accra,Dangme West,Prampram Health Centre,Health Centre,Prampram,Government,5.71177,0.11002
Greater Accra,Tema Metropolitan,Prilway Specialist Clinic & Labolatory,Clinic,Baba Yara (Madina),Private,5.68551,-0.1571
Greater Accra,Accra Metropolitan,Prince of Peace Maternity Home & Clinic,Maternity Home,Fadama,Private,5.59935,-0.24462
Greater Accra,Accra Metropolitan,Queen's Medical Centre,Hospital,Kokomlemle,Private,5.57571,-0.20762
Greater Accra,Tema Metropolitan,St Peter's Clinic,Clinic,Tema Community 4,Private,5.6586,-0.0052
Greater Accra,Accra Metropolitan,Sunrise Clinic,Clinic,Kaneshie (near mkt),Private,5.56811,-0.24051
Greater Accra,Accra Metropolitan,Tooth Home Clinic,Clinic,Nima (near Police station),Private,5.57506,-0.20084
Greater Accra,Tema Metropolitan,St Minas Clinic,Clinic,Ashaima,Private,5.69411,-0.0279
Greater Accra,Ga East,Taifa Medical Centre,Hospital,Taifa,Private,5.6576,-0.25345
Greater Accra,Accra Metropolitan,Purswani Memorial Clinic,Clinic,Asylum Down,Private,5.56932,-0.20479
Greater Accra,Tema Metropolitan,RCI Mission Clinic,Clinic,Amrahia,CHAG,5.76845,-0.14182
Greater Accra,Accra Metropolitan,St Louis Memorial Clinic,Clinic,Nima,Private,5.58289,-0.20117
Greater Accra,Tema Metropolitan,Tema Naval Base Clinic,Clinic,Tema New Town,Quasi-Government,5.64838,0.02257
Greater Accra,Tema Metropolitan,Universal Bethesda Clinic,Clinic,Ashalebotwe,Private,5.6856,-0.13769
Greater Accra,Accra Metropolitan,Korle-Bu School of Hygiene,Training Institution,Korle-Bu,Government,5.53823,-0.2329
Greater Accra,Tema Metropolitan,St Florence Clinic,Clinic,Ashaiman,Private,5.68808,-0.03285
Greater Accra,Tema Metropolitan,St Mary's Maternity Home,Maternity Home,Tema Community 7,Private,5.65991,-0.01244
Greater Accra,Accra Metropolitan,Ussher Polyclinic,Polyclinic,James Town,Government,5.54038,-0.21294
Greater Accra,Tema Metropolitan,Provita Specialist Hospital,Hospital,Tema Community 6,Private,5.65216,-0.0198
Greater Accra,Accra Metropolitan,Rabito Clinic,Clinic,Osu,Private,5.56549,-0.18028
Greater Accra,Tema Metropolitan,Rabito Clinic,Clinic,Tema Community 2,Private,5.6288,-0.01819
Greater Accra,Tema Metropolitan,Raphel Clinic (Old site),Clinic,Tema Community 1,Private,5.64655,-0.00772
Greater Accra,Tema Metropolitan,Raphel Clinc (New Site),clinic,Tema Community 10,Private,5.64655,-0.00772
Greater Accra,Tema Metropolitan,Raphel Medical Centre,Health Centre,,Private,5.64655,-0.00772
Greater Accra,Tema Metropolitan,RCI Mission Clinic,Clinic,Amrahia,CHAG,5.76845,-0.14182
Greater Accra,Ga West,Redeemer's Mission Clinic,Clinic,Pokuase,CHAG,5.68863,-0.28584
Greater Accra,Accra Metropolitan,Rehoboth Maternity Home,Maternity Home,Darkuman,Private,5.58754,-0.25108
Greater Accra,Accra Metropolitan,Richmond Clinic,Clinic,Zongo (near night mkt),Private,5.55509,-0.23564
Greater Accra,Accra Metropolitan,Ridge Hospital,Hospital,Ridge,Government,5.56238,-0.1987
Greater Accra,Tema Metropolitan,Robert Martin Memorial Clinic,Clinic,Ashalebotwe,Private,5.67904,-0.14148
Greater Accra,Accra Metropolitan,Rose Clinic,Clinic,Russia,Private,5.55656,-0.25719
Greater Accra,Accra Metropolitan,Rosina Memorial Clinic,Clinic,Abofu (Achimota),Private,5.61416,-0.2263
Greater Accra,Tema Metropolitan,Sab Dental Clinic,Clinic,Tema Community 2,Private,5.63467,-0.01416
Greater Accra,Tema Metropolitan,Sakumono Community Clinic,Hospital,Sakumano Estate,Private,5.62224,-0.06281
Greater Accra,Accra Metropolitan,Salvation Army Urban Aid Clinic,Hospital,Maamobi (near market),CHAG,5.5947,-0.19169
Greater Accra,Ga West,Samala Clinic,Clinic,Mallam,Private,5.57728,-0.30004
Greater Accra,Accra Metropolitan,Sape Agbo Memorial Hospital,Hospital,New Town,Private,5.59232,-0.20804
Greater Accra,Ga West,Savans Clinic & Maternity Home,Clinic,Weija,Private,5.5745,-0.33829
Greater Accra,Accra Metropolitan,Korle-Bu School of Medical Laboratory Technology,Training Institution,Korle-Bu,Government,5.53885,-0.22915
Greater Accra,Accra Metropolitan,Korle-Bu School of Radiology,Training Institution,Korle-Bu,Government,5.53764,-0.22591
Greater Accra,Dangme East,Sege Health Centre,Health Centre,Sege,Government,5.87531,0.36137
Greater Accra,Accra Metropolitan,Shwectzer Clinic,Clinic,Accra,Private,5.54502,-0.20823
Greater Accra,Accra Metropolitan,SIC Bob Freeman Clinic,Hospital,Adabraka (near Goil headoffice),Quasi-Government,5.55408,-0.20889
Greater Accra,Tema Metropolitan,SIC Bob Freeman Clinic,Hospital,Adabraka (near Goil headoffice),Quasi-Government,5.55408,-0.20889
Greater Accra,Tema Metropolitan,Sinel Specialist Hospital,Clinic,Tema Community 10,Private,5.65612,-0.01481
